OBJECTID,Base BBL,BIN,Construction Year,DOITT ID,Feature Code,Geometry Source,Ground Elevation,Height Roof,LAST_EDITED_DATE,LAST_STATUS_TYPE,Map Pluto BBL,Name,Area,Length,Lease_Category
428224,2048290006,2063070,1971.0,528542,2100,Photogrammetric,162.0,20.77,8/22/2017 7:13:59 PM,Constructed,2048290006,,1834.02734375,179.934148583568,LEASED
429109,3087600060,3424354,1967.0,1252482,2100,Photogrammetric,11.0,16.07882429,9/15/2017 6:04:52 PM,Constructed,3087600060,,155.1328125,50.1615423289744,MIXED
429521,3044520200,3343600,1975.0,182190,2100,Photogrammetric,18.0,100.63,8/22/2017 3:29:55 PM,Constructed,3044520200,,1658.03515625,261.660306164534,LEASED
430210,2032640104,2016115,1927.0,149679,2100,Photogrammetric,15.0,35.85,8/22/2017 7:34:54 PM,Constructed,2032640104,,5577.3828125,350.333119733745,LEASED
431528,3070180001,3346531,1932.0,849667,2100,Photogrammetric,7.0,21.83,8/22/2017 3:19:34 PM,Constructed,3070180001,,1965.89453125,189.127218673275,LEASED
434032,1010790029,1083800,2016.0,416417,2100,Photogrammetric,38.0,343.96,12/7/2018 6:34:04 PM,Constructed,1010790029,,5764.91796875,305.272289476179,LEASED
435850,3077620053,3214944,1963.0,58820,2100,Photogrammetric,12.0,14.95,8/22/2017 3:24:46 PM,Constructed,3077620053,,1139.25,135.01130289797,LEASED
438290,1013730001,1088294,1975.0,48544,2100,Other (Manual),24.0,20.0,8/22/2017 7:34:54 PM,Constructed,1013730001,,6280.46484375,406.271694481437,MIXED
438421,3020470040,3348771,2002.0,942462,2100,Photogrammetric,35.0,307.94835941,8/22/2017 3:24:38 PM,Constructed,3020470040,,6874.9140625,361.447546985879,MIXED
438442,1001420025,1083240,1975.0,677841,2100,Photogrammetric,15.0,56.54,8/22/2017 7:14:21 PM,Constructed,1001420025,,886.171875,147.237718885365,LEASED
439570,5076640001,5155553,1996.0,45193,2100,Photogrammetric,43.0,23.91382449,8/22/2017 6:16:15 PM,Constructed,5076640001,,3306.9609375,295.263124459529,LEASED
440624,2030130001,2101786,1924.0,20498,2100,Photogrammetric,28.0,17.39188696,8/22/2017 5:33:46 PM,Constructed,2030130001,,3066.640625,353.723665525671,LEASED
442823,3001600007,3329442,1920.0,60599,2100,Photogrammetric,40.0,49.61436329,8/22/2017 3:19:34 PM,Constructed,3001600007,,1149.8359375,139.630840851089,LEASED
447687,1005750048,1009582,1846.0,166906,2100,Photogrammetric,33.0,60.07,5/26/2022 5:18:59 PM,Constructed,1005750048,,2354.0859375,279.112357788804,LEASED
448123,1018860001,1082692,1912.0,92109,2100,Photogrammetric,123.0,142.69,8/22/2017 6:15:47 PM,Constructed,1018860001,Carman,1952.265625,217.31025730252,LEASED
